0	-200
2	-200
4	-200
6	-200
8	-200
10	-200
12	-200
14	-200
16	-200
18	-200
20	-200
22	-200
24	-200
26	-200
28	-200
30	-200
32	-200
34	-200
36	-200
38	-200
40	-200
42	-200
44	-200
46	-200
48	-200
50	-200
52	-200
54	-200
56	-200
58	-200
60	-200
62	-200
64	-200
66	-200
68	-200
70	-200
72	-200
74	-200
76	-200
78	-200
80	-200
82	-200
84	-200
86	-200
88	-200
90	-200
92	-200
94	-200
96	-200
98	-200
100	-200
102	-200
104	-200
106	-200
108	-200
110	-200
112	-200
114	-200
116	-200
118	-200
120	-200
122	-200
124	-200
126	-200
128	-200
130	-200
132	-200
134	-200
136	-200
138	-200
140	-200
142	-200
144	-200
146	-200
148	-200
150	-200
152	-200
154	-200
156	-200
158	-200
160	-200
162	-200
164	-200
166	-200
168	-200
170	-200
172	-200
174	-200
176	-200
178	-200
180	-200
182	-200
184	-200
186	-200
188	-200
190	-200
192	-200
194	-200
196	-200
198	-200
200	-200
202	-200
204	-200
206	-200
208	-200
210	-200
212	-200
214	-200
216	-200
218	-200
220	-200
222	-200
224	-200
226	-200
228	-200
230	-200
232	-200
234	-200
236	-200
238	-200
240	-200
242	-200
244	-200
246	-200
248	-200
250	-200
252	-200
254	-200
256	-200
258	-200
260	-200
262	-200
264	-200
266	-200
268	-200
270	-200
272	-200
274	-200
276	-200
278	-200
280	-200
282	-200
284	-200
286	-200
288	-200
290	-200
292	-200
294	-200
296	-200
298	-200
300	-200
302	-200
304	-200
306	-200
308	-200
310	-200
312	-200
314	-200
316	-200
318	-200
320	-200
322	-200
324	-200
326	-200
328	-200
330	-200
332	-200
334	-200
336	-200
338	-200
340	-200
342	-200
344	-200
346	-200
348	-200
350	-200
352	-200
354	-200
356	-200
358	-200
360	-200
362	-200
364	-200
366	-200
368	-200
370	-200
372	-200
374	-200
376	-200
378	-200
380	-200
382	-200
384	-200
386	-200
388	-200
390	-200
392	-200
394	-200
396	-200
398	-200
400	-200
402	-200
404	-200
406	-200
408	-200
410	-200
412	-200
414	-200
416	-200
418	-200
420	-200
422	-200
424	-200
426	-200
428	-200
430	-200
432	-200
434	-200
436	-200
438	-200
440	-200
442	-200
444	-200
446	-200
448	-200
450	-200
452	-200
454	-200
456	-200
458	-200
460	-200
462	-200
464	-200
466	-200
468	-200
470	-200
472	-200
474	-200
476	-200
478	-200
480	-200
482	-200
484	-200
486	-200
488	-200
490	-200
492	-200
494	-200
496	-200
498	-200
500	-200
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
